tray_no,tray,cell_id,row,column,label_code,microbe_status,treatment,label_environment,environment_type,watering_rule,ever_visible_emerged,first_visible_emergence_day,first_visible_emergence_day_order,first_visible_emergence_date,possible_day7_bug_eaten,notes
5,Tray 5,63,7,3,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,64,7,4,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,65,7,5,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,66,7,6,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,67,7,7,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,68,7,8,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
5,Tray 5,69,7,9,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
5,Tray 5,70,7,10,M,Microbes,Moisture,Inside,Fixed,Scheduled watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,1,1,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,2,1,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,3,1,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,4,1,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,5,1,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,6,1,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,7,1,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,8,1,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,9,1,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,10,1,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,11,2,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,12,2,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,13,2,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,14,2,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,15,2,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,16,2,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,17,2,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,18,2,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,19,2,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,20,2,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,21,3,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,22,3,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,23,3,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,24,3,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,25,3,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,26,3,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,27,3,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
6,Tray 6,28,3,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,29,3,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,30,3,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,31,4,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,32,4,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,33,4,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,34,4,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,35,4,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
6,Tray 6,36,4,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,37,4,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,38,4,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 6,6,2026-07-04,No,
6,Tray 6,39,4,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,40,4,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,41,5,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,42,5,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,43,5,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,44,5,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,45,5,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,46,5,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,No,,,,No,
6,Tray 6,47,5,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,48,5,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,49,5,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,50,5,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,51,6,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,52,6,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,53,6,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,54,6,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,55,6,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,No,,,,No,
6,Tray 6,56,6,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,57,6,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 4,4,2026-07-02,No,
6,Tray 6,58,6,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
6,Tray 6,59,6,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,60,6,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,61,7,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 4,4,2026-07-02,No,
6,Tray 6,62,7,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,63,7,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,64,7,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,65,7,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,66,7,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,67,7,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,68,7,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
6,Tray 6,69,7,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
6,Tray 6,70,7,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,1,1,1,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
7,Tray 7,2,1,2,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,3,1,3,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,4,1,4,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,5,1,5,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,6,1,6,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,7,1,7,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,8,1,8,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,9,1,9,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,10,1,10,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,11,2,1,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,12,2,2,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,13,2,3,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,14,2,4,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,15,2,5,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 4,4,2026-07-02,No,
7,Tray 7,16,2,6,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,17,2,7,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,18,2,8,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,19,2,9,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,20,2,10,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,21,3,1,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,22,3,2,M,Microbes,Ideal,Outside,Fixed,Daily watering,No,,,,No,
7,Tray 7,23,3,3,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 4,4,2026-07-02,No,
7,Tray 7,24,3,4,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,25,3,5,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,26,3,6,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,27,3,7,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,28,3,8,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,29,3,9,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,30,3,10,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,31,4,1,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,32,4,2,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,33,4,3,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,34,4,4,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,35,4,5,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,36,4,6,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,37,4,7,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,38,4,8,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,39,4,9,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,40,4,10,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 6,6,2026-07-04,No,
7,Tray 7,41,5,1,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,42,5,2,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,43,5,3,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 4,4,2026-07-02,No,
7,Tray 7,44,5,4,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,45,5,5,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,46,5,6,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 4,4,2026-07-02,No,
7,Tray 7,47,5,7,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,48,5,8,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,49,5,9,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,50,5,10,M,Microbes,Ideal,Outside,Fixed,Daily watering,No,,,,No,
7,Tray 7,51,6,1,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,52,6,2,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,53,6,3,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,54,6,4,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,55,6,5,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 1,1,2026-06-29,No,
7,Tray 7,56,6,6,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,57,6,7,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,58,6,8,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 4,4,2026-07-02,No,
7,Tray 7,59,6,9,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,60,6,10,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,61,7,1,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,62,7,2,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,63,7,3,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,64,7,4,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 5,5,2026-07-03,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
7,Tray 7,65,7,5,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,66,7,6,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 1,1,2026-06-29,No,
7,Tray 7,67,7,7,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 2,2,2026-06-30,No,
7,Tray 7,68,7,8,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 1,1,2026-06-29,No,
7,Tray 7,69,7,9,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
7,Tray 7,70,7,10,M,Microbes,Ideal,Outside,Fixed,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,1,1,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,2,1,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,3,1,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,4,1,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,5,1,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,6,1,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,7,1,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,8,1,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,9,1,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
8,Tray 8,10,1,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,11,2,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,12,2,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,13,2,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,14,2,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,15,2,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,16,2,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,17,2,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,18,2,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,19,2,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
8,Tray 8,20,2,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,21,3,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,22,3,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,23,3,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,24,3,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,25,3,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,26,3,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,27,3,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,28,3,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,29,3,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
8,Tray 8,30,3,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,31,4,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,32,4,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,33,4,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,34,4,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,35,4,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,36,4,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,37,4,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,38,4,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,39,4,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,40,4,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
8,Tray 8,41,5,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 6,6,2026-07-04,No,
8,Tray 8,42,5,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,43,5,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,44,5,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,45,5,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,46,5,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,47,5,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,48,5,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,49,5,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 4,4,2026-07-02,No,
8,Tray 8,50,5,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
8,Tray 8,51,6,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,52,6,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,53,6,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,54,6,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,55,6,5,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,56,6,6,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,57,6,7,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,58,6,8,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
8,Tray 8,59,6,9,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
8,Tray 8,60,6,10,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 4,4,2026-07-02,Yes,Possible Day 7 disappearance after earlier emergence. Use this flag only in later adjusted growth-rate analysis.
8,Tray 8,61,7,1,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,62,7,2,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 2,2,2026-06-30,No,
8,Tray 8,63,7,3,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 1,1,2026-06-29,No,
8,Tray 8,64,7,4,M,Microbes,Heat,Dynamic,Dynamic,Daily watering,Yes,Day 3,3,2026-07-01,No,
