package_section,source_script,file_category,original_file_name,package_file_name,original_path,package_path,size_kb,description,copied
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154404_0008_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154404_0008_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 7\overlays\DJI_20260629154404_0008_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154404_0008_MS_NIR_grid_overlay.jpg,684.85,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154446_0009_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154446_0009_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 8\overlays\DJI_20260629154446_0009_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154446_0009_MS_NIR_grid_overlay.jpg,652.81,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 06 - MS Cell Grid Detection,Chart or evidence image,DJI_20260629154539_0010_MS_NIR_grid_overlay.jpg,S06__DJI_20260629154539_0010_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\06_MS_Cell_Grid_Detection\Day 1\Tray 9\overlays\DJI_20260629154539_0010_MS_NIR_grid_overlay.jpg,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S06__DJI_20260629154539_0010_MS_NIR_grid_overlay.jpg,667.74,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629154609_0011_ndre_polygon_overlay.png,S07__DJI_20260629154609_0011_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 10\DJI_20260629154609_0011_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629154609_0011_ndre_polygon_overlay.png,2098.08,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629154609_0011_ndvi_polygon_overlay.png,S07__DJI_20260629154609_0011_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 10\DJI_20260629154609_0011_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629154609_0011_ndvi_polygon_overlay.png,1991.21,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629154652_0012_ndre_polygon_overlay.png,S07__DJI_20260629154652_0012_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 11\DJI_20260629154652_0012_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629154652_0012_ndre_polygon_overlay.png,1990.57,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629154652_0012_ndvi_polygon_overlay.png,S07__DJI_20260629154652_0012_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 11\DJI_20260629154652_0012_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629154652_0012_ndvi_polygon_overlay.png,1907.32,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629154739_0013_ndre_polygon_overlay.png,S07__DJI_20260629154739_0013_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 12\DJI_20260629154739_0013_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629154739_0013_ndre_polygon_overlay.png,1959.09,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629154739_0013_ndvi_polygon_overlay.png,S07__DJI_20260629154739_0013_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 12\DJI_20260629154739_0013_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629154739_0013_ndvi_polygon_overlay.png,1877.28,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629153749_0001_ndre_polygon_overlay.png,S07__DJI_20260629153749_0001_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 1\DJI_20260629153749_0001_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629153749_0001_ndre_polygon_overlay.png,2031.48,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629153749_0001_ndvi_polygon_overlay.png,S07__DJI_20260629153749_0001_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 1\DJI_20260629153749_0001_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629153749_0001_ndvi_polygon_overlay.png,1937.69,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629153956_0003_ndre_polygon_overlay.png,S07__DJI_20260629153956_0003_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 2\DJI_20260629153956_0003_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629153956_0003_ndre_polygon_overlay.png,1976.78,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629153956_0003_ndvi_polygon_overlay.png,S07__DJI_20260629153956_0003_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 2\DJI_20260629153956_0003_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629153956_0003_ndvi_polygon_overlay.png,1894.84,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629154053_0004_ndre_polygon_overlay.png,S07__DJI_20260629154053_0004_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 3\DJI_20260629154053_0004_ndre_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629154053_0004_ndre_polygon_overlay.png,1965.2,Visual chart or quality-check evidence image.,Yes
Quality evidence overlays,Script 07 - MS Vegetation Indices,Chart or evidence image,DJI_20260629154053_0004_ndvi_polygon_overlay.png,S07__DJI_20260629154053_0004_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\07_MS_Vegetation_Indices\Day 1\Tray 3\DJI_20260629154053_0004_ndvi_polygon_overlay.png,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Third trial\10_Final_Figure_Report_Package\Third_Trial_Final_Package\05_Quality_Evidence_Overlays\S07__DJI_20260629154053_0004_ndvi_polygon_overlay.png,1881.23,Visual chart or quality-check evidence image.,Yes
